Category,SubCategory,Title,OriginalPrice,DiscountedPrice,Discount,SellerName,NumberofRatings,PositiveSellerRatings,ShipOnTime,ChatResponseRate,DeliveryType,ProductToBeSold,SellPercentageToIncrease,Product_ID
Electronics Devices,Wearable Technology,T500 Smart Watch Bluetooth Heart Rate Monitor Iwo 8 Lite Smartwatch,750,505,33,Somiron Electronics,36,75,0,97,Standard Delivery,74.26,49,9ab0f2e8-a955-4e41-bb49-80b8d53148d3
Electronics Devices,Wearable Technology,"New y13 Smart Watch Fashion Bracelet Pedometer Heart Rate Monitoring Bluetooth Call Touch Screen Smart Bracelet - IPS HD screen, Bluetooth call, custom watch face",1599,798,50,Lamgool Electronic-FBD,17,0,100,90,Free Delivery,100.19,101,b8f6e72c-11d5-41b8-94e2-387d1db7f60f
Electronics Devices,Wearable Technology,Kieslect Kr Pro Smart Watch Full Coverage Screen Protector,175,67,62,Zarif Trading,175,89,0,100,Free Delivery,130.6,162,b8942f2f-621e-4741-aa1f-41162dfd29bb
Electronics Devices,Wearable Technology,Imilab imiki SF1 SF1E Smart Watch Full Coverage Plastic Screen Protector,100,69,31,Zarif Trading,18,89,0,100,Free Delivery,72.46,45,f9382172-3dd7-40d5-9a33-250559d8e428
Electronics Devices,Wearable Technology,Honor Band 6 smart watch Strap Replacement Premium belt solid colour Sport Strap - Smart Watch Belt,300,175,42,A2Z Zone,113,91,0,98,Free Delivery,85.71,72,3e67d9f7-6a7d-441e-8910-147752539eef
Electronics Devices,Wearable Technology,42mm/44mm/45mm/49mm Soft Fashion Silicone Replacement Strap For Smart Watch,300,125,58,Rohan Electronics,56,83,0,98,Standard Delivery,120,140,1c9a0a90-d97f-4351-a0b9-ac2b503fe30a
Electronics Devices,Wearable Technology,SKMEI 2023 New Smart Watch Sports Fitness Smartwatch Men Women Sleep Heart Rate Monitor Waterproof watch IOS ZL02,3800,1809,52,SKMEI Flagship Store,302,89,100,99,Free Delivery,105.03,111,1da7da78-fde9-4bb4-b0dc-cf0f89378360
Electronics Devices,Wearable Technology,20Mm Smart Watch Belt-Amazfit-Gts2 Min - Gts 2E - Bip - Bip U - Bip U - Verge - Haylou-Rs4 - Ls02 - Mibro-Mibro Air - Mibro Color - Mibro Color - Mibro Color,250,141,44,KZ Gadget,135,89,0,99,Free Delivery,88.65,78,2ac1fdaa-ff5a-4677-9ce9-a5a76e06910f
Electronics Devices,Wearable Technology,Colmi p28 plus 3D Curved Soft Screen Protector,150,64,57,Time Square,153,85,0,79,Standard Delivery,117.19,135,230f9033-1acc-499c-9143-b7c033b882f7
Electronics Devices,Wearable Technology,49mm Replacement Soft Silicone Strap For Apple Watch ULTRA Smartwatch,390,132,66,Gadget Power,69,87,0,100,Free Delivery,147.73,196,696afdc9-58a0-4d1e-9ee6-12b45d314f50
Electronics Devices,Wearable Technology,Mi Band 5/6/7 Strap Silicone Replacement Bracelet Silicone Wristband Replacement Softs trap,250,60,76,Gadget Ship,13,85,0,68,Free Delivery,208.33,317,a8ec6df3-0b00-4efd-8151-6a063f85aa96
Electronics Devices,Wearable Technology,watch Straps 42/44/45/49 mm বেল্ট smart watch ar belt,199,150,25,Talking parrot,57,87,0,99,Standard Delivery,66.33,33,2e1a4edb-4e8d-43b1-9523-2fb5a7acda75
Electronics Devices,Wearable Technology,"For Apple watch case 45mm Series 8,7,6,SE Tempered Glass and Case Screen Protector - Clear Soft TPU and Hard PC Glass Coverage Bumper Case for Apple Watch Series 8,7,6,SE 45 mm",199,145,27,Pix Store,173,83,0,97,Free Delivery,68.62,38,4189b932-a275-48c7-93a4-9bd3e24743c5
Electronics Devices,Wearable Technology,22mm Silicone Fashion Strap for M29/Amazfit Pace/Samsung Gear S3/Zeblaze GTR/Haylou LS05/ Amazfit GTR(47mm) GTR 2/GTR 2e/GTR 3 Pro/Mibro X1 SmartWatch,499,158,68,Tech Power,50,82,0,100,Standard Delivery,157.91,216,4e1409e6-d8bc-48b2-a17e-cd39ec1c4f99
Electronics Devices,Wearable Technology,22mm silicon strap for imilab kw66/colmi i30/mibro x1/dt92/solar ls-05/zeblaze gtr2,160,142,11,Mk gadget BD,44,88,0,63,Free Delivery,56.34,13,577fb9b9-25da-49ac-bc7f-a71fb590bfbe
Electronics Devices,Wearable Technology,45mm 3D Curved Tempered Full Glass for Apple Watch Series 7 - Keep Your Smartwatch Protected - A Must-Have Accessory for Apple Watch Owners,250,58,77,G Gadget Mart,72,79,0,94,Free Delivery,215.52,332,bab615ce-4749-44ac-a0c8-8d6d7c3a14a8
Electronics Devices,Wearable Technology,Mi Band 5/6/7 Silicone Strap Smart Wristband Colourful Bracelet Strap,150,57,62,Gadget Tech mart,23,76,0,97,Free Delivery,131.58,164,fdc41d24-4b7d-4a8c-ba77-8662476ac879
Electronics Devices,Wearable Technology,T900 Ultra Men Smart Watch 2.09 HD Screen Bluetooth Calling Pedometer Heart Rate Blood Pressure Sleep Sports Watch for iPhone & Andriod Phone.,1850,930,50,Gadget Tech mart,165,76,0,97,Free Delivery,99.46,99,b6c737d9-1e1e-46eb-b28f-ebd8dfff6cb6
Electronics Devices,Wearable Technology,T900 Pro Ultra Smart Watch for Men Women 2.09 Full Touch Bluetooth Call Sports Sleeping Monitoring Smartwatch Series 8,1500,931,38,Thaiponno,89,0,0,98,Free Delivery,80.56,62,8a70f56d-9107-4a21-9e1d-c53c0b7c2549
Electronics Devices,Wearable Technology,[World Premier] hlstar®t800 Ultra Smart Watch 1.99 HD Full Touch Screen Men Bluetooth Call 44*38*13mm Magnetic Wireless Charging Custom Pictures,2800,744,73,HLstar Global Store,91,0,100,100,Free Delivery,188.17,277,31501769-6dc9-4593-9ed9-4b1d5d6eaae3
Electronics Devices,Wearable Technology,Tookss Y68 Smart Watch Heart Rate Monitor Smartwatch Fitness Watch Compatible For Android Iso Phones,610,371,39,Tookss,8,0,100,70,Free Delivery,82.21,65,b11346dd-41b6-4378-b967-3c6d37647763
Electronics Devices,Wearable Technology,Silicone Strap For Apple watch band 42mm 44mm Breathable sports wristband strap 42mm 44mm bracelet for iwatch series 5 4 3 42mm/ 44mm strap - Smart Watch Belt,350,149,57,Gadget Tech mart,35,76,0,97,Free Delivery,117.45,135,9da397da-f924-473c-84af-861be19dedae
Electronics Devices,Wearable Technology,49mm Hk9 Max Ultra Smart Watch Men Series 8 IPS HD Screen Bluetooth Call Heart Rate Monitoring IWO Smartwatch - IPS Machine,1999,1469,27,Misuli,488,74,100,96,Free Delivery,68.04,37,491055b9-9610-4e16-b387-1f18f9594f66
Electronics Devices,Wearable Technology,DT8 Ultra Smart Watch Series 8 Nylon Alpine Loop Band Strap,500,155,69,Victory Shop,82,80,0,96,Standard Delivery,161.29,223,56035509-3056-4473-a1c9-e32b5e1d668c
Electronics Devices,Wearable Technology,Kieslect Kr Bluetooth Calling Voice Assistant Music Player IP68 Waterproof Fashion Sports Smart Watch - Black,3699,2999,19,Motion View,341,90,0,96,Free Delivery,61.67,24,a19c5f4c-faf0-4650-befa-13181823da53
Electronics Devices,Wearable Technology,T1 Bluetooth Smart Watch boys and girls Waterproof Sport Fitness Tracker Smart Bracelet Blood Pressure Heart Rate Monitor Smartwatch,364,180,51,Trendycollection Store,18,74,100,100,Free Delivery,101.11,103,a808b1de-e09a-40b5-a8cd-cb78c857a2a3
Electronics Devices,Wearable Technology,1pcs Alpine Loop Strap Ocean Strap for Watch 8 Ultra 49mm 45mm 44mm 42mm Band Nylon Watchband Bracelet Belt for 8 Series Watch.,210,161,23,Greentiger Factory Store,81,75,100,100,Free Delivery,65.22,31,e0048a24-237c-4c5d-8a61-2a78c0c9f1a0
Electronics Devices,Wearable Technology,Homel DT900 Ultra Smart Watch 2 06 inch IPS HD Screen Bluetooth Call Games Smartwatch for Men Women,3399,1559,54,Homel,121,77,100,81,Free Delivery,109.01,119,2da490dc-f4b4-4c4e-8b30-f8a073b50115
Electronics Devices,Wearable Technology,Pix Apple Watch Change to Ultra Case+Glass Protector for 40mm/41mm/44mm/45mm- Appearance Upgrade To Ultra 49mm For Apple Watch Series 8 7 6 5 4 45mm 44mm 40mm Case Tempered Glass Change To Ultra,299,279,7,Pix Store,15,83,0,97,Free Delivery,53.58,8,cc423b5c-ec5a-4bac-b6a4-3bcc4f2f5cb2
Electronics Devices,Wearable Technology,T500 Smart Watch Waterproof Bluetooth Call Full Touch Display,1050,619,41,A SELL BD,12,85,0,99,Free Delivery,84.81,70,45992d11-3149-4911-b5cf-1d4c694ac6f6
Electronics Devices,Wearable Technology,20D Full Coverage Soft Protective Film Cover For Xiaomi Haylou LS02 LS01 Smart Watch 2 Screen Protector (Not Glass),325,65,80,Gadgets Lab,40,85,0,83,Free Delivery,250,400,1e548234-9511-4e00-9eed-ab657e4554e0
Electronics Devices,Wearable Technology,Amazfit GTS 4 Mini Smart Watch PMMA Full Coverage Screen Protector,250,69,72,Zarif Trading,129,89,0,100,Free Delivery,181.16,263,a95c656a-73b8-451e-9a89-c4540de5ba12
Electronics Devices,Wearable Technology,T500 Smart Watch Compatible with Android & iOS Bluetooth Watch,1625,545,66,Time Square,726,85,0,79,Standard Delivery,149.08,199,a8e84e8c-c6d6-4acb-b60c-8ec5087e7b69
Electronics Devices,Wearable Technology,"Creative Appliance - T500 Smart Watch for Android and iOS - Stay Connected, Track Fitness, and Elevate Style with Durability",1249,498,60,DB Happy Fashion,20,81,0,75,Free Delivery,125.4,151,8d2ef513-2a7e-40e9-a3a5-f08bd153d02a
Electronics Devices,Wearable Technology,Premium Spigen Nylon Strap 42/44/45/49mm For Applee Watch 6/7/8/Ultra,240,240,0,Hamdan Store,21,85,0,39,Standard Delivery,50,0,855a2eef-5d9a-4852-8986-2d965e218c40
Electronics Devices,Wearable Technology,D116 Plus Smart watch Bracelets Fitness Tracker,900,428,52,Alpha Technology,70,89,0,98,Free Delivery,105.14,111,efaf23ae-69d9-4b71-b567-a04f361ff3e3
Electronics Devices,Wearable Technology,Lereach Strap For 42 44 45 49mm Apple watch Band Magnetic suction buckle Fashion Business silicone strap,430,319,26,Lereach,14,87,100,99,Free Delivery,67.4,35,b1610860-d320-42d9-98c1-cd2c244e2350
Electronics Devices,Wearable Technology,42mm / 44mm / 45 mm/ 49 mm Nylon Strap Wristband For Apple Watch Smart Watch Band For all kind of Smart watches Universal strap,400,140,65,Noor Xclusive,66,92,0,99,Free Delivery,142.86,186,ed07d7ff-7da4-4e6d-a08e-89566c1cfe7a
Electronics Devices,Wearable Technology,Haylou Solor Lite Smart Watch Full Coverage Plastic Screen Protector,100,69,31,Zarif Trading,6,89,0,100,Free Delivery,72.46,45,590cb71f-7701-4044-aa91-dffcb6c138b9
Electronics Devices,Wearable Technology,Universal 20mm 22mm Quick Release Pin Leather Strap for Samsung Watch 3 41mm 45mm Samsung Galaxy Watch 42mm 46mm Strap + Tool,568,315,45,Tiny Bountique,181,87,100,97,Standard Delivery,90.16,81,ccd7469a-9990-4c48-9cad-a1e9b2cbcf17
Electronics Devices,Wearable Technology,22mm Soft Silicone Dual Colour Strap For SmartWatch,399,159,60,Gear Fun,100,87,0,96,Standard Delivery,125.47,151,442cf187-e869-40c8-b372-d99c1e60dd3a
Electronics Devices,Wearable Technology,Apple Watch PC Case Full Coverage Case for Apple Watch Ultra 49mm Screen Protector Cover Bumper iWatch Series 8 Pro Ultra Accessories,189,149,21,Pixi Fashion,35,81,0,87,Free Delivery,63.42,27,f78a7848-8f96-4e5b-b4e3-425b7dda4499
Electronics Devices,Wearable Technology,T500 Smart Watch Bluetooth Heart Rate Monitor Iwo 8 Lite Smartwatch - Smart Watch - Smart Watch,750,507,32,SH Gadget,13,0,0,99,Standard Delivery,73.96,48,a017d216-e64f-4554-971a-767d7787302f
Electronics Devices,Wearable Technology,22mm Watch Band Strap Bracelet For Gear S3 Frontier,550,144,74,Gadget Park BD,329,85,0,98,Free Delivery,190.97,282,99c698e3-140c-43f6-85d5-979ba84ad43e
Electronics Devices,Wearable Technology,"Redmi Watch 3 Active BT Calling Smart watch with 1.83 Big Screen, SpO2 & 5ATM Water Resistance",4599,3690,20,Motion View,60,90,0,96,Free Delivery,62.32,25,d1318812-70b4-4816-ab99-069f00149462
Electronics Devices,Wearable Technology,22Mm New Two-Color Soft Silicone Strap For Smartwatch - Smart Watch Belt - Elevate Smartwatch Style With A Soft And Trendy Silicone Strap,750,167,78,Gadget Power,40,87,0,100,Free Delivery,224.55,350,a6a7f19d-bd8e-46b9-b514-cedd530b81f1
Electronics Devices,Wearable Technology,T900 Ultra 49mm Smart Watch Full Coverage Screen Protector: Protect Your Device with Ease-a Unique Choice For Your Needs,200,58,71,V Gadget,29,78,0,100,Free Delivery,172.41,245,81d38efe-df55-4579-8a0b-6a10a95aea60
Electronics Devices,Wearable Technology,22mm Soft Silicone Strap For Solar LS05/ Gear S3/ DT78/ DT98/ DT95/ DT92/ L15/ L13/ L16/ Amazfit Pace /Zeblaze GTR-2/ Colmi i30/ Mibro X1/ M29 SmartWatch,299,139,54,Tech Power,42,82,0,100,Standard Delivery,107.55,116,ab03e221-105c-4783-ab8a-05ff2322303f
Electronics Devices,Wearable Technology,Watch straps 20mm 22mm Nylon straps watch belt,139,136,2,Dream world 007,163,88,0,98,Free Delivery,51.1,3,42de3d78-2324-4245-8a1d-81dc6b30ce78
Electronics Devices,Wearable Technology,Tinzzi IWO 13 Pro T800 Pro Max Smart Watch 1.99 Inch Bluetooth Call DIY Dail Sports Waterproof Sleep Monitoring for Men Women PK IWO I7 T700 W46 W56 Series 6,1948,1070,45,Tinzzi,719,78,100,95,Free Delivery,91.03,83,d59f58c6-656b-47cb-8455-3d639266db27
Electronics Devices,Wearable Technology,Homel New Ultra Smart Watch TS900 Series 8 Bluetooth Call Sleeping Monitoring Smartwatch 1.93 IPS HD Screen Full Touch Watch for Men Women - IPS,1599,863,46,Homel,295,77,100,81,Free Delivery,92.64,86,6e8e69aa-1ba1-422a-89b0-32dce88bb9a2
Electronics Devices,Wearable Technology,1.95/1.44 Inch Display Screen S8/U8 Ultra Smartwath Men Women Series 8 Smart Watch Bluetooth Calling Step Counter Heart Rate Tracking Sleep Monitor Fitness Bracelet,1999,599,70,FlasOcean,237,71,100,96,Standard Delivery,166.86,234,4a6fbc6f-59c8-4647-9726-50fd90fd3fc6
Electronics Devices,Wearable Technology,"20mm Silicon Strap For Colmi P8, Colmi p8 pro, Colmi P9, Colmi P10, Colmi P28 Plus, Colmi p8 Max Colmi C60 , DTX, Huawise Y7, M28,",250,124,50,KZ Gadget,39,89,0,99,Free Delivery,100.81,102,ea153f01-191c-4451-bf92-c8cb5991b834
Electronics Devices,Wearable Technology,"20mm 22mm Stainless Steel Strap / magnetic Watch Band for Huawer GT, IMILAB, Haylou, Amazfit, Mibro, Microwear, Colmi, Kieslect etc or Where applicable",500,195,61,Noor Xclusive,51,92,0,99,Free Delivery,128.21,157,32006b18-1d3d-4bbd-b3ad-0ea9186f042b
Electronics Devices,Wearable Technology,Mibro A2 Smart Watch Full Coverage Plastic Screen Protector,100,74,26,Zarif Trading,12,89,0,100,Free Delivery,67.57,36,f1ce1b34-f1b4-40bd-9a92-2b9e8fb56031
Electronics Devices,Wearable Technology,Ultra Series 9 Pro Max(Ultra 2) 8 in 1 Smart Watch,2390,1990,17,FAMOUS GADGET BD,11,86,0,80,Free Delivery,60.05,21,2ee8d5ba-64c3-4c92-9635-d320f7f52006
Electronics Devices,Wearable Technology,Imilab Imiki SF1 Curved 2.01inch Amoled Calling Smart Watch Metal Body,5499,4469,19,Motion View,20,90,0,96,Free Delivery,61.52,24,ea76fc98-431c-4591-bb6c-aab557144d2f
Electronics Devices,Laptops,"Apple MacBook Air laptop, M1 Chip 13 inch 8GB RAM 256GB SSD Space Grey",119900,105289,12,MC Solution BD,2,93,0,72,Standard Delivery,56.94,14,d6dd0844-1ea1-4fcc-a342-b0ec23a42d21
Electronics Devices,Laptops,MSI Modern 15 A5M Ryzen 7 5700U 15.6 FHD Laptop,85500,79200,7,MSI,3,98,0,94,Free Delivery,53.98,8,20132703-045b-4716-829e-56f79ca75ec7
Electronics Devices,Laptops,Lenovo Thinkpad core i5 gen 6th Ram 8 gb SSD 256 gb new conditions model..T460s touch screen (used),32500,27500,15,SMALE BAZAR,1,0,0,100,Free Delivery,59.09,19,56b33474-a575-42ad-8ef2-77d4abaa1627
Electronics Devices,Laptops,Hp elightbook 840 G3 Laptop gen 6th ram 8gb core i5 Ssd 256 gb full fresh and fast laptop ..7 days garanty..1 years servise warranty (used),29000,28500,2,SMALE BAZAR,4,0,0,100,Free Delivery,50.88,2,99995de8-c015-48a5-aded-8f4e8b75bfd3
Electronics Devices,Laptops,HP ProBook 440 G9 i5 12th Gen 8GB Ram 512GB NVMe SSD 14 FHD IPS Display Laptop - 03 Year Warranty,98000,87741,10,COMPUTER ARCHIVES,1,97,0,95,Free Delivery,55.85,12,172f2a47-1396-4d1e-b147-5d734296a087
Electronics Devices,Laptops,HP 250 G10 i3 (1315u) Laptop with 13th Gen 8GB RAM 512GB SSD 15.6 FHD IPS Backlight KB Silver and 2 Year Warranty,58000,56413,3,COMPUTER ARCHIVES,0,97,0,95,Free Delivery,51.41,3,4378dc8b-d44d-4b00-b0ac-efff971af515
Electronics Devices,Laptops,Qbits Sigma Laptop 10th Gen Intel Core i5 Processor 8GB DDR4 3200Hz RAM 512GB M.2 NVMe SSD Windows 10 Pro,63000,48959,22,Qbits,3,100,0,100,Free Delivery,64.34,29,31a896d1-1664-4eba-8a1f-8652919f72c9
Electronics Devices,Laptops,MSI Modern 14 C11M Core i3-1115G4 11th Gen 14 FHD Laptop,56000,54250,3,MSI,4,98,0,94,Free Delivery,51.61,4,aae2db35-c261-4575-bfa3-a8aa34ce4ac5
Electronics Devices,Laptops,Dell Inspiron 15 3515 AMD Ryzen 3 3250U 15.6 Inch FHD Display Silver Laptop,53930,53058,2,RyansGO,2,92,0,99,Free Delivery,50.82,2,fefde91d-b430-4abe-9905-897279c3ca64
Electronics Devices,Laptops,Hp Laptop G6 Core i5 8 Gen 256 SSd 8GB Ram Tech Shop CTG,48500,34499,29,Tech Shop CTG,1,0,0,100,Standard Delivery,70.29,41,919b9ba0-987f-44d2-ae16-63c33f413b85
Electronics Devices,Laptops,ASUS VivoBook 15 X1500EA Core i5 11th Gen 8GB RAM 512GB SSD 15.6 Inch FHD Laptop,81000,76850,5,Tech Source,0,95,0,100,Free Delivery,52.7,6,3a16d1a0-19ea-454e-a95b-6e577e3f4247
Electronics Devices,Laptops,"Acer Aspire 5 A515-57G (UN.K9TSI.009) 12th Gen i5-1240P 3.3 to 4.4 GHz, 8GB RAM, 512GB SSD, RTX2050 4GB GFX, Win 11, 15.6 FHD Gaming Laptop",105000,99800,5,BD SALE CTG,0,77,0,99,Standard Delivery,52.61,6,98c22141-a6cc-438f-a79b-f2b9e39721b0
Electronics Devices,Laptops,HP 250 G9 Intel Core i5 12th Gen 8GB RAM 512GB SSD 15.6-inch FHD Display Laptop,72000,67000,7,Intimacy Computer & Solutions,2,83,0,100,Free Delivery,53.73,8,750d7758-6ce7-490f-a56a-69c775d75a27
Electronics Devices,Laptops,HP 240 G9 Intel Core i5 12th Gen 8GB RAM 512 GB SSD 14 Inch FHD Laptop,82000,74000,10,Intimacy Computer & Solutions,0,83,0,100,Free Delivery,55.41,11,cef7d1ee-4c7d-4ff1-a4ca-80a2dad8cfc4
Electronics Devices,Laptops,HP 250 G9 Core i5 12th Gen 8GB ram 512GB SSD 15.6 Inch FHD Free Dos Laptop,78000,69471,11,COMPUTER ARCHIVES,4,97,0,95,Free Delivery,56.14,13,24664394-e4a0-48cb-8836-67b7506344b9
Electronics Devices,Laptops,Lenovo IdeaPad 1 15AMN7 AMD Ryzen 3 7320U 15.6 Inch FHD Display Cloud Grey Laptop #82VG00ETIN-2Y,57290,54606,5,RyansGO,0,92,0,99,Free Delivery,52.46,5,460d7171-bc2c-4676-bc08-b8c7b6b7aaf5
Electronics Devices,Laptops,HP 15s-fq3617TU Intel CDC N4500 15.6 Inch FHD Display Silver Laptop#7K1K6PA-2Y,49690,44800,10,RyansGO,0,92,0,99,Free Delivery,55.46,11,f7a25de1-ce36-4197-a4d7-0c7a39cd653c
Electronics Devices,Laptops,Apple MacBook Pro M1 Max 16 inch 10-Core CPU 32-Core GPU 64GB RAM 1TB SSD Customize Model,479900,479900,0,MC Solution BD,0,93,0,72,Standard Delivery,50,0,0913e7d3-60a4-485c-b82e-c828fc6ce140
Electronics Devices,Laptops,Xiaomi RedmiBook 15 Core i3 11th Gen 15.6 FHD Laptop,57000,50400,12,Intimacy Computer & Solutions,1,83,0,100,Free Delivery,56.55,14,77f0f7ff-1253-4404-84a9-59d28b384ec7
Electronics Devices,Laptops,ASUS VivoBook 15 X515EA Core i3 11th Gen 4GB Ram 1TB HDD 15.6 FHD Laptop with 2 Year Asus Official Warranty,57000,53000,7,COMPUTER ARCHIVES,4,97,0,95,Free Delivery,53.77,8,b7183dc8-0173-4ce3-975d-b933e7ee3484
Electronics Devices,Laptops,Dell Vostro 14 3400 Core i3 11th Gen 8GB Ram 1TB HDD 14 HD Laptop,52800,47700,10,Intimacy Computer & Solutions,1,83,0,100,Free Delivery,55.35,11,12f00464-dc95-4766-95ea-6c7fb41b61f6
Electronics Devices,Laptops,Asus VivoBook 14X OLED X1403ZA Core-i5 12th Gen Laptop - 8GB DDR4 RAM - 512GB M.2 NVMe SSD - Intel Iris Xe Graphics - 14.0-inch Display - Quiet Blue #X1403ZA-KM043W,110000,99275,10,ASUS,0,94,0,98,Free Delivery,55.4,11,7aa797fe-0905-41a2-bfd5-2c97175bf099
Electronics Devices,Laptops,"Lenovo Yoga Slim 7 14ACN6 (82L0004PIN-3Y) AMD Ryzen 7 5800U 1.9 to 4.4GHz, 16GB, 1TB SSD, MX450 2GB, Win11H, 14Inch OLED Laptop",183000,178100,3,JANANI COMPUTERS.,0,88,0,98,Free Delivery,51.38,3,2f36e6f6-9c9e-4d78-8628-c06d3c83d487
Electronics Devices,Laptops,HP 250 G9 Intel Core i3 12th Gen 8GB RAM 512GB SSD 15.6-inch FHD Display Laptop,61800,54700,11,Intimacy Computer & Solutions,0,83,0,100,Free Delivery,56.49,13,7ac43d39-f15b-4461-a40f-2badcd6efa02
Electronics Devices,Laptops,"HP Victus Gaming 16-d0678TX 11th Gen i5-11400H 2.6 To 4.4 GHz, 16GB, 512GB SSD, RTX 3050 4GB, Windows 11 Home, 16.1 FHD Laptop",125000,122400,2,MS Royal Select,0,81,0,100,Free Delivery,51.06,3,78b0dbaf-acbb-4c22-89d2-436f4e16ed1e
Electronics Devices,Laptops,Dell XPS 15 9510 Intel Core i9-11900H 11th Gen 64GB RAM 4TB SSD Nvidia RTX 3050Ti 4GB 15.6″ FHD+ Display,377500,341500,10,MC Solution BD,0,93,0,72,Standard Delivery,55.27,11,c4616d1c-0d90-4488-810e-4dbfcf0b1143
Electronics Devices,Laptops,"Acer Nitro 5 AN515-58-74EF #NH.QHYSI.001# 12th Gen i7-12700H, 2.5 to 4.7 GHz, 16GB, 1TB SSD, RTX3060 6GB Graphics, WIN 11, 15.6 Inch QHD IPS Gaming Laptop",197000,190400,3,MS Royal Select,0,81,0,100,Free Delivery,51.73,4,d755c014-f9d6-46c9-9af0-10ef341b0da9
